,Country,Requests,Dates
13111,TK,1000,2019-10-01 00:00:00
13112,TV,1000,2019-10-01 00:00:00
13113,PN,1000,2019-10-01 00:00:00
13114,US,3249130000,2019-11-01 00:00:00
13115,GB,781243000,2019-11-01 00:00:00
13116,IN,644605000,2019-11-01 00:00:00
13117,CA,361593000,2019-11-01 00:00:00
13118,DE,214814000,2019-11-01 00:00:00
13119,AU,214683000,2019-11-01 00:00:00
13120,PK,117983000,2019-11-01 00:00:00
13121,IR,117713000,2019-11-01 00:00:00
13122,SG,116260000,2019-11-01 00:00:00
13123,PH,99097000,2019-11-01 00:00:00
13124,NL,94947000,2019-11-01 00:00:00
13125,FR,83415000,2019-11-01 00:00:00
13126,IE,81554000,2019-11-01 00:00:00
13127,ID,63257000,2019-11-01 00:00:00
13128,MY,58289000,2019-11-01 00:00:00
13129,IT,55861000,2019-11-01 00:00:00
13130,HK,54937000,2019-11-01 00:00:00
13131,RU,54827000,2019-11-01 00:00:00
13132,SE,52981000,2019-11-01 00:00:00
13133,BR,46742000,2019-11-01 00:00:00
13134,PL,45417000,2019-11-01 00:00:00
13135,ES,44840000,2019-11-01 00:00:00
13136,ZA,44815000,2019-11-01 00:00:00
13137,JP,41853000,2019-11-01 00:00:00
13138,NZ,36729000,2019-11-01 00:00:00
13139,NG,35585000,2019-11-01 00:00:00
13140,FI,32397000,2019-11-01 00:00:00
13141,MX,31093000,2019-11-01 00:00:00
13142,DK,28296000,2019-11-01 00:00:00
13143,NO,28004000,2019-11-01 00:00:00
13144,BD,27656000,2019-11-01 00:00:00
13145,BE,27342000,2019-11-01 00:00:00
13146,AE,26842000,2019-11-01 00:00:00
13147,KR,26753000,2019-11-01 00:00:00
13148,GR,25912000,2019-11-01 00:00:00
13149,RO,25782000,2019-11-01 00:00:00
13150,TH,24661000,2019-11-01 00:00:00
13151,CH,24393000,2019-11-01 00:00:00
13152,IL,23066000,2019-11-01 00:00:00
13153,BG,22454000,2019-11-01 00:00:00
13154,VN,20249000,2019-11-01 00:00:00
13155,CZ,19660000,2019-11-01 00:00:00
13156,AT,19113000,2019-11-01 00:00:00
13157,TW,18975000,2019-11-01 00:00:00
13158,UA,18285000,2019-11-01 00:00:00
13159,PT,18196000,2019-11-01 00:00:00
13160,HU,17716000,2019-11-01 00:00:00
13161,--,17121000,2019-11-01 00:00:00
13162,RS,16832000,2019-11-01 00:00:00
13163,SA,16777000,2019-11-01 00:00:00
13164,AR,14802000,2019-11-01 00:00:00
13165,HR,14596000,2019-11-01 00:00:00
13166,EG,14449000,2019-11-01 00:00:00
13167,KE,13989000,2019-11-01 00:00:00
13168,LK,11070000,2019-11-01 00:00:00
13169,NP,8778000,2019-11-01 00:00:00
13170,SK,8700000,2019-11-01 00:00:00
13171,EE,8641000,2019-11-01 00:00:00
13172,CL,8535000,2019-11-01 00:00:00
13173,SI,8524000,2019-11-01 00:00:00
13174,GH,8450000,2019-11-01 00:00:00
13175,CO,8222000,2019-11-01 00:00:00
13176,LV,7736000,2019-11-01 00:00:00
13177,LT,7617000,2019-11-01 00:00:00
13178,PE,5935000,2019-11-01 00:00:00
13179,AL,5626000,2019-11-01 00:00:00
13180,QA,5501000,2019-11-01 00:00:00
13181,MA,5381000,2019-11-01 00:00:00
13182,ET,5331000,2019-11-01 00:00:00
13183,IS,5006000,2019-11-01 00:00:00
13184,MK,4933000,2019-11-01 00:00:00
13185,LB,4890000,2019-11-01 00:00:00
13186,BA,4879000,2019-11-01 00:00:00
13187,KW,4760000,2019-11-01 00:00:00
13188,PR,4705000,2019-11-01 00:00:00
13189,MM,4610000,2019-11-01 00:00:00
13190,TZ,4493000,2019-11-01 00:00:00
13191,GE,4221000,2019-11-01 00:00:00
13192,AF,3940000,2019-11-01 00:00:00
13193,BY,3889000,2019-11-01 00:00:00
13194,AZ,3793000,2019-11-01 00:00:00
13195,IQ,3677000,2019-11-01 00:00:00
13196,DZ,3664000,2019-11-01 00:00:00
13197,KH,3659000,2019-11-01 00:00:00
13198,UG,3448000,2019-11-01 00:00:00
13199,JO,3407000,2019-11-01 00:00:00
13200,CR,3258000,2019-11-01 00:00:00
13201,TT,3237000,2019-11-01 00:00:00
13202,KZ,3223000,2019-11-01 00:00:00
13203,JM,3207000,2019-11-01 00:00:00
13204,MT,3167000,2019-11-01 00:00:00
13205,OM,3095000,2019-11-01 00:00:00
13206,CY,3029000,2019-11-01 00:00:00
13207,VE,2904000,2019-11-01 00:00:00
13208,TR,2700000,2019-11-01 00:00:00
13209,EC,2679000,2019-11-01 00:00:00
13210,BH,2668000,2019-11-01 00:00:00
13211,DO,2655000,2019-11-01 00:00:00
13212,LU,2613000,2019-11-01 00:00:00
13213,MU,2474000,2019-11-01 00:00:00
13214,ZM,2299000,2019-11-01 00:00:00
13215,PA,2273000,2019-11-01 00:00:00
13216,AM,2260000,2019-11-01 00:00:00
13217,TN,2216000,2019-11-01 00:00:00
13218,CN,2132000,2019-11-01 00:00:00
13219,TM,2020000,2019-11-01 00:00:00
13220,MN,1730000,2019-11-01 00:00:00
13221,ZW,1723000,2019-11-01 00:00:00
13222,BN,1647000,2019-11-01 00:00:00
13223,MD,1627000,2019-11-01 00:00:00
13224,UY,1621000,2019-11-01 00:00:00
13225,SD,1593000,2019-11-01 00:00:00
13226,UZ,1550000,2019-11-01 00:00:00
13227,GT,1445000,2019-11-01 00:00:00
13228,ME,1356000,2019-11-01 00:00:00
13229,CM,1307000,2019-11-01 00:00:00
13230,HN,1179000,2019-11-01 00:00:00
13231,SO,1086000,2019-11-01 00:00:00
13232,BB,1081000,2019-11-01 00:00:00
13233,MV,1072000,2019-11-01 00:00:00
13234,SV,1026000,2019-11-01 00:00:00
13235,MO,1000000,2019-11-01 00:00:00
13236,RW,992000,2019-11-01 00:00:00
13237,JE,987000,2019-11-01 00:00:00
13238,BS,977000,2019-11-01 00:00:00
13239,BO,959000,2019-11-01 00:00:00
13240,BW,933000,2019-11-01 00:00:00
13241,NA,929000,2019-11-01 00:00:00
13242,PS,911000,2019-11-01 00:00:00
13243,IM,908000,2019-11-01 00:00:00
13244,KG,876000,2019-11-01 00:00:00
13245,SY,847000,2019-11-01 00:00:00
13246,GY,843000,2019-11-01 00:00:00
13247,PY,831000,2019-11-01 00:00:00
13248,LY,724000,2019-11-01 00:00:00
13249,FJ,702000,2019-11-01 00:00:00
13250,GU,702000,2019-11-01 00:00:00
13251,LR,699000,2019-11-01 00:00:00
13252,MW,647000,2019-11-01 00:00:00
13253,SL,609000,2019-11-01 00:00:00
13254,NI,583000,2019-11-01 00:00:00
13255,YE,581000,2019-11-01 00:00:00
13256,SN,541000,2019-11-01 00:00:00
13257,CI,539000,2019-11-01 00:00:00
13258,PG,537000,2019-11-01 00:00:00
13259,GG,536000,2019-11-01 00:00:00
13260,BZ,533000,2019-11-01 00:00:00
13261,LA,532000,2019-11-01 00:00:00
13262,CD,531000,2019-11-01 00:00:00
13263,BT,522000,2019-11-01 00:00:00
13264,MZ,511000,2019-11-01 00:00:00
13265,SR,476000,2019-11-01 00:00:00
13266,AO,452000,2019-11-01 00:00:00
13267,LC,398000,2019-11-01 00:00:00
13268,BM,386000,2019-11-01 00:00:00
13269,KY,380000,2019-11-01 00:00:00
13270,AW,358000,2019-11-01 00:00:00
13271,GD,342000,2019-11-01 00:00:00
13272,CW,341000,2019-11-01 00:00:00
13273,CU,341000,2019-11-01 00:00:00
13274,DJ,329000,2019-11-01 00:00:00
13275,HT,314000,2019-11-01 00:00:00
13276,MG,312000,2019-11-01 00:00:00
13277,TG,304000,2019-11-01 00:00:00
13278,AG,302000,2019-11-01 00:00:00
13279,FO,301000,2019-11-01 00:00:00
13280,BJ,291000,2019-11-01 00:00:00
13281,GI,289000,2019-11-01 00:00:00
13282,LS,278000,2019-11-01 00:00:00
13283,SZ,266000,2019-11-01 00:00:00
13284,GM,256000,2019-11-01 00:00:00
13285,VI,255000,2019-11-01 00:00:00
13286,RE,252000,2019-11-01 00:00:00
13287,SS,230000,2019-11-01 00:00:00
13288,SC,227000,2019-11-01 00:00:00
13289,TJ,208000,2019-11-01 00:00:00
13290,VC,182000,2019-11-01 00:00:00
13291,GN,179000,2019-11-01 00:00:00
13292,XK,172000,2019-11-01 00:00:00
13293,MC,170000,2019-11-01 00:00:00
13294,GP,157000,2019-11-01 00:00:00
13295,ML,148000,2019-11-01 00:00:00
13296,SX,139000,2019-11-01 00:00:00
13297,TC,130000,2019-11-01 00:00:00
13298,AX,125000,2019-11-01 00:00:00
13299,CV,125000,2019-11-01 00:00:00
13300,MP,124000,2019-11-01 00:00:00
13301,BF,124000,2019-11-01 00:00:00
13302,MQ,121000,2019-11-01 00:00:00
13303,DM,110000,2019-11-01 00:00:00
13304,NE,105000,2019-11-01 00:00:00
13305,KN,102000,2019-11-01 00:00:00
13306,PF,102000,2019-11-01 00:00:00
13307,MR,101000,2019-11-01 00:00:00
13308,BI,100000,2019-11-01 00:00:00
13309,NC,97000,2019-11-01 00:00:00
13310,VU,92000,2019-11-01 00:00:00
13311,AD,89000,2019-11-01 00:00:00
13312,VG,89000,2019-11-01 00:00:00
13313,GL,87000,2019-11-01 00:00:00
13314,TL,85000,2019-11-01 00:00:00
13315,WS,75000,2019-11-01 00:00:00
13316,SB,73000,2019-11-01 00:00:00
13317,GA,73000,2019-11-01 00:00:00
13318,BQ,67000,2019-11-01 00:00:00
13319,LI,64000,2019-11-01 00:00:00
13320,CG,57000,2019-11-01 00:00:00
13321,TO,50000,2019-11-01 00:00:00
13322,TD,49000,2019-11-01 00:00:00
13323,AS,48000,2019-11-01 00:00:00
13324,GF,47000,2019-11-01 00:00:00
13325,AI,44000,2019-11-01 00:00:00
13326,PW,41000,2019-11-01 00:00:00
13327,CK,39000,2019-11-01 00:00:00
13328,FM,32000,2019-11-01 00:00:00
13329,MF,29000,2019-11-01 00:00:00
13330,GQ,28000,2019-11-01 00:00:00
13331,FK,28000,2019-11-01 00:00:00
13332,SM,26000,2019-11-01 00:00:00
13333,MH,25000,2019-11-01 00:00:00
13334,GW,21000,2019-11-01 00:00:00
13335,ER,21000,2019-11-01 00:00:00
13336,NR,19000,2019-11-01 00:00:00
13337,KI,18000,2019-11-01 00:00:00
13338,CF,16000,2019-11-01 00:00:00
13339,VA,14000,2019-11-01 00:00:00
13340,YT,13000,2019-11-01 00:00:00
13341,BL,12000,2019-11-01 00:00:00
13342,AQ,10000,2019-11-01 00:00:00
13343,ST,9000,2019-11-01 00:00:00
13344,KM,9000,2019-11-01 00:00:00
13345,PM,7000,2019-11-01 00:00:00
13346,IO,7000,2019-11-01 00:00:00
13347,MS,7000,2019-11-01 00:00:00
13348,SH,7000,2019-11-01 00:00:00
13349,CX,4000,2019-11-01 00:00:00
13350,NF,4000,2019-11-01 00:00:00
13351,KP,3000,2019-11-01 00:00:00
13352,SJ,2000,2019-11-01 00:00:00
13353,CC,2000,2019-11-01 00:00:00
13354,WF,2000,2019-11-01 00:00:00
13355,NU,2000,2019-11-01 00:00:00
13356,TK,1000,2019-11-01 00:00:00
13357,TV,1000,2019-11-01 00:00:00
13358,PN,1000,2019-11-01 00:00:00
13359,US,3297605000,2019-12-01 00:00:00
13360,GB,790763000,2019-12-01 00:00:00
13361,IN,617367000,2019-12-01 00:00:00
13362,CA,344229000,2019-12-01 00:00:00
13363,AU,201590000,2019-12-01 00:00:00
13364,DE,198931000,2019-12-01 00:00:00
13365,SG,141499000,2019-12-01 00:00:00
13366,IR,136593000,2019-12-01 00:00:00
13367,PK,93213000,2019-12-01 00:00:00
13368,NL,91263000,2019-12-01 00:00:00
13369,FR,91110000,2019-12-01 00:00:00
13370,PH,86036000,2019-12-01 00:00:00
13371,IE,76285000,2019-12-01 00:00:00
13372,ID,64484000,2019-12-01 00:00:00
13373,MY,60104000,2019-12-01 00:00:00
13374,RU,53978000,2019-12-01 00:00:00
13375,SE,52976000,2019-12-01 00:00:00
13376,IT,52747000,2019-12-01 00:00:00
13377,BR,46733000,2019-12-01 00:00:00
13378,ES,43691000,2019-12-01 00:00:00
13379,PL,41657000,2019-12-01 00:00:00
13380,ZA,41460000,2019-12-01 00:00:00
13381,HK,39866000,2019-12-01 00:00:00
13382,JP,39726000,2019-12-01 00:00:00
13383,NZ,35134000,2019-12-01 00:00:00
13384,NG,31650000,2019-12-01 00:00:00
13385,FI,31572000,2019-12-01 00:00:00
13386,MX,29259000,2019-12-01 00:00:00
13387,DK,27630000,2019-12-01 00:00:00
13388,NO,26859000,2019-12-01 00:00:00
13389,BE,26206000,2019-12-01 00:00:00
13390,RO,26191000,2019-12-01 00:00:00
13391,GR,26007000,2019-12-01 00:00:00
13392,AE,25948000,2019-12-01 00:00:00
13393,TH,24894000,2019-12-01 00:00:00
13394,BD,24679000,2019-12-01 00:00:00
13395,KR,24068000,2019-12-01 00:00:00
13396,IL,23758000,2019-12-01 00:00:00
13397,CH,22729000,2019-12-01 00:00:00
13398,VN,22461000,2019-12-01 00:00:00
13399,BG,20756000,2019-12-01 00:00:00
13400,TW,20014000,2019-12-01 00:00:00
13401,CZ,18880000,2019-12-01 00:00:00
13402,AT,18810000,2019-12-01 00:00:00
13403,HU,18047000,2019-12-01 00:00:00
13404,PT,17655000,2019-12-01 00:00:00
13405,RS,17069000,2019-12-01 00:00:00
13406,SA,16813000,2019-12-01 00:00:00
13407,--,16088000,2019-12-01 00:00:00
13408,UA,15888000,2019-12-01 00:00:00
13409,AR,14353000,2019-12-01 00:00:00
13410,HR,14028000,2019-12-01 00:00:00
13411,EG,13386000,2019-12-01 00:00:00
13412,KE,12499000,2019-12-01 00:00:00
13413,LK,10842000,2019-12-01 00:00:00
13414,EE,9281000,2019-12-01 00:00:00
13415,SK,8848000,2019-12-01 00:00:00
13416,NP,8755000,2019-12-01 00:00:00
13417,CL,8484000,2019-12-01 00:00:00
13418,SI,8219000,2019-12-01 00:00:00
13419,LT,7693000,2019-12-01 00:00:00
13420,CO,7533000,2019-12-01 00:00:00
13421,GH,7207000,2019-12-01 00:00:00
13422,ET,5770000,2019-12-01 00:00:00
13423,PE,5715000,2019-12-01 00:00:00
13424,QA,5712000,2019-12-01 00:00:00
13425,AL,5586000,2019-12-01 00:00:00
13426,MA,5383000,2019-12-01 00:00:00
13427,LB,5253000,2019-12-01 00:00:00
13428,KW,5229000,2019-12-01 00:00:00
13429,LV,5078000,2019-12-01 00:00:00
13430,PR,4950000,2019-12-01 00:00:00
13431,BA,4913000,2019-12-01 00:00:00
13432,TZ,4776000,2019-12-01 00:00:00
13433,MK,4721000,2019-12-01 00:00:00
13434,IS,4475000,2019-12-01 00:00:00
13435,MM,4445000,2019-12-01 00:00:00
13436,GE,4353000,2019-12-01 00:00:00
13437,IQ,4251000,2019-12-01 00:00:00
13438,KH,4092000,2019-12-01 00:00:00
13439,JO,3432000,2019-12-01 00:00:00
13440,AZ,3310000,2019-12-01 00:00:00
13441,OM,3241000,2019-12-01 00:00:00
13442,DZ,3111000,2019-12-01 00:00:00
13443,UG,3106000,2019-12-01 00:00:00
13444,CR,3085000,2019-12-01 00:00:00
13445,MT,3040000,2019-12-01 00:00:00
13446,JM,3013000,2019-12-01 00:00:00
13447,KZ,3011000,2019-12-01 00:00:00
13448,TT,2999000,2019-12-01 00:00:00
13449,CY,2997000,2019-12-01 00:00:00
13450,BY,2905000,2019-12-01 00:00:00
13451,VE,2700000,2019-12-01 00:00:00
13452,BH,2691000,2019-12-01 00:00:00
13453,DO,2677000,2019-12-01 00:00:00
13454,LU,2481000,2019-12-01 00:00:00
13455,EC,2430000,2019-12-01 00:00:00
13456,TR,2423000,2019-12-01 00:00:00
13457,AF,2416000,2019-12-01 00:00:00
13458,MU,2392000,2019-12-01 00:00:00
13459,PA,2262000,2019-12-01 00:00:00
13460,TN,2172000,2019-12-01 00:00:00
13461,ZM,2159000,2019-12-01 00:00:00
13462,AM,2114000,2019-12-01 00:00:00
13463,UZ,1850000,2019-12-01 00:00:00
13464,MN,1701000,2019-12-01 00:00:00
13465,SD,1676000,2019-12-01 00:00:00
13466,BN,1663000,2019-12-01 00:00:00
13467,MD,1656000,2019-12-01 00:00:00
13468,UY,1655000,2019-12-01 00:00:00
13469,CN,1552000,2019-12-01 00:00:00
13470,GT,1372000,2019-12-01 00:00:00
13471,ME,1313000,2019-12-01 00:00:00
13472,TM,1291000,2019-12-01 00:00:00
13473,ZW,1266000,2019-12-01 00:00:00
13474,HN,1196000,2019-12-01 00:00:00
13475,CM,1188000,2019-12-01 00:00:00
13476,SV,1164000,2019-12-01 00:00:00
13477,SO,1159000,2019-12-01 00:00:00
13478,MV,1087000,2019-12-01 00:00:00
13479,KG,1026000,2019-12-01 00:00:00
13480,JE,1010000,2019-12-01 00:00:00
13481,BS,997000,2019-12-01 00:00:00
13482,BB,985000,2019-12-01 00:00:00
13483,BO,979000,2019-12-01 00:00:00
13484,IM,946000,2019-12-01 00:00:00
13485,MO,926000,2019-12-01 00:00:00
13486,RW,894000,2019-12-01 00:00:00
13487,PS,864000,2019-12-01 00:00:00
13488,PY,858000,2019-12-01 00:00:00
13489,SY,801000,2019-12-01 00:00:00
13490,NA,776000,2019-12-01 00:00:00
13491,BW,750000,2019-12-01 00:00:00
13492,LY,725000,2019-12-01 00:00:00
13493,GY,711000,2019-12-01 00:00:00
13494,GU,698000,2019-12-01 00:00:00
13495,SN,647000,2019-12-01 00:00:00
13496,FJ,642000,2019-12-01 00:00:00
13497,MW,628000,2019-12-01 00:00:00
13498,SL,586000,2019-12-01 00:00:00
13499,YE,583000,2019-12-01 00:00:00
13500,NI,583000,2019-12-01 00:00:00
13501,LR,548000,2019-12-01 00:00:00
13502,GG,538000,2019-12-01 00:00:00
13503,AW,517000,2019-12-01 00:00:00
13504,LA,506000,2019-12-01 00:00:00
13505,MZ,503000,2019-12-01 00:00:00
13506,BZ,487000,2019-12-01 00:00:00
13507,CD,477000,2019-12-01 00:00:00
13508,SR,471000,2019-12-01 00:00:00
13509,CI,462000,2019-12-01 00:00:00
13510,AO,458000,2019-12-01 00:00:00
13511,BT,417000,2019-12-01 00:00:00
13512,KY,414000,2019-12-01 00:00:00
13513,PG,411000,2019-12-01 00:00:00
13514,BM,387000,2019-12-01 00:00:00
13515,CU,374000,2019-12-01 00:00:00
13516,CW,344000,2019-12-01 00:00:00
13517,FO,321000,2019-12-01 00:00:00
13518,DJ,315000,2019-12-01 00:00:00
13519,LC,312000,2019-12-01 00:00:00
13520,HT,299000,2019-12-01 00:00:00
13521,AG,293000,2019-12-01 00:00:00
13522,GI,287000,2019-12-01 00:00:00
13523,VI,282000,2019-12-01 00:00:00
13524,SS,271000,2019-12-01 00:00:00
13525,MG,263000,2019-12-01 00:00:00
13526,TG,258000,2019-12-01 00:00:00
13527,TJ,254000,2019-12-01 00:00:00
13528,LS,248000,2019-12-01 00:00:00
13529,GM,239000,2019-12-01 00:00:00
13530,BJ,229000,2019-12-01 00:00:00
13531,RE,228000,2019-12-01 00:00:00
13532,SC,226000,2019-12-01 00:00:00
13533,GD,223000,2019-12-01 00:00:00
13534,SZ,218000,2019-12-01 00:00:00
13535,XK,199000,2019-12-01 00:00:00
13536,GN,174000,2019-12-01 00:00:00
13537,VC,154000,2019-12-01 00:00:00
13538,ML,152000,2019-12-01 00:00:00
13539,SX,144000,2019-12-01 00:00:00
13540,TC,140000,2019-12-01 00:00:00
13541,GP,133000,2019-12-01 00:00:00
13542,AX,128000,2019-12-01 00:00:00
13543,CV,127000,2019-12-01 00:00:00
13544,MQ,127000,2019-12-01 00:00:00
13545,BF,117000,2019-12-01 00:00:00
13546,MP,117000,2019-12-01 00:00:00
13547,MC,112000,2019-12-01 00:00:00
13548,AD,108000,2019-12-01 00:00:00
13549,MR,107000,2019-12-01 00:00:00
13550,DM,103000,2019-12-01 00:00:00
13551,PF,102000,2019-12-01 00:00:00
13552,BI,97000,2019-12-01 00:00:00
13553,NE,92000,2019-12-01 00:00:00
13554,KN,84000,2019-12-01 00:00:00
13555,VU,84000,2019-12-01 00:00:00
13556,GL,83000,2019-12-01 00:00:00
13557,NC,75000,2019-12-01 00:00:00
13558,GA,73000,2019-12-01 00:00:00
13559,VG,71000,2019-12-01 00:00:00
13560,TL,67000,2019-12-01 00:00:00
13561,WS,66000,2019-12-01 00:00:00
13562,BQ,65000,2019-12-01 00:00:00
13563,LI,64000,2019-12-01 00:00:00
13564,SB,60000,2019-12-01 00:00:00
13565,AI,50000,2019-12-01 00:00:00
13566,CG,49000,2019-12-01 00:00:00
13567,GF,48000,2019-12-01 00:00:00
13568,AS,44000,2019-12-01 00:00:00
13569,TD,44000,2019-12-01 00:00:00
13570,TO,41000,2019-12-01 00:00:00
13571,AQ,39000,2019-12-01 00:00:00
13572,FK,36000,2019-12-01 00:00:00
13573,MF,36000,2019-12-01 00:00:00
13574,PW,36000,2019-12-01 00:00:00
13575,CK,35000,2019-12-01 00:00:00
13576,SM,28000,2019-12-01 00:00:00
13577,FM,27000,2019-12-01 00:00:00
13578,GQ,25000,2019-12-01 00:00:00
13579,YT,21000,2019-12-01 00:00:00
13580,MH,21000,2019-12-01 00:00:00
13581,ER,21000,2019-12-01 00:00:00
13582,KI,19000,2019-12-01 00:00:00
13583,GW,19000,2019-12-01 00:00:00
13584,NR,17000,2019-12-01 00:00:00
13585,CF,15000,2019-12-01 00:00:00
13586,BL,14000,2019-12-01 00:00:00
13587,KM,12000,2019-12-01 00:00:00
13588,ST,10000,2019-12-01 00:00:00
13589,VA,10000,2019-12-01 00:00:00
13590,MS,7000,2019-12-01 00:00:00
13591,PM,6000,2019-12-01 00:00:00
13592,SH,5000,2019-12-01 00:00:00
13593,NF,4000,2019-12-01 00:00:00
13594,IO,4000,2019-12-01 00:00:00
13595,CX,4000,2019-12-01 00:00:00
13596,KP,3000,2019-12-01 00:00:00
13597,CC,2000,2019-12-01 00:00:00
13598,NU,2000,2019-12-01 00:00:00
13599,TV,2000,2019-12-01 00:00:00
13600,SJ,2000,2019-12-01 00:00:00
13601,WF,2000,2019-12-01 00:00:00
13602,PN,1000,2019-12-01 00:00:00
13603,TK,1000,2019-12-01 00:00:00
13604,US,3546667000,2020-01-01 00:00:00
13605,GB,875665000,2020-01-01 00:00:00
13606,IN,639605000,2020-01-01 00:00:00
13607,CA,380259000,2020-01-01 00:00:00
13608,AU,234003000,2020-01-01 00:00:00
13609,DE,217159000,2020-01-01 00:00:00
13610,SG,140183000,2020-01-01 00:00:00
13611,IR,124088000,2020-01-01 00:00:00
13612,PH,104575000,2020-01-01 00:00:00
13613,PK,98213000,2020-01-01 00:00:00
13614,FR,95558000,2020-01-01 00:00:00
13615,NL,95244000,2020-01-01 00:00:00
13616,IE,78497000,2020-01-01 00:00:00
13617,ID,66827000,2020-01-01 00:00:00
13618,IT,61569000,2020-01-01 00:00:00
13619,SE,60932000,2020-01-01 00:00:00
13620,MY,58410000,2020-01-01 00:00:00
13621,RU,55770000,2020-01-01 00:00:00
13622,BR,51824000,2020-01-01 00:00:00
13623,PL,48818000,2020-01-01 00:00:00
13624,ES,48024000,2020-01-01 00:00:00
13625,ZA,47171000,2020-01-01 00:00:00
13626,JP,42235000,2020-01-01 00:00:00
13627,CH,41810000,2020-01-01 00:00:00
13628,NZ,39364000,2020-01-01 00:00:00
13629,HK,37449000,2020-01-01 00:00:00
13630,NG,36941000,2020-01-01 00:00:00
13631,FI,35236000,2020-01-01 00:00:00
13632,MX,33826000,2020-01-01 00:00:00
13633,RO,31349000,2020-01-01 00:00:00
13634,DK,30829000,2020-01-01 00:00:00
13635,BE,30736000,2020-01-01 00:00:00
13636,NO,30652000,2020-01-01 00:00:00
13637,GR,29584000,2020-01-01 00:00:00
13638,AE,27774000,2020-01-01 00:00:00
13639,VN,27494000,2020-01-01 00:00:00
13640,TH,26905000,2020-01-01 00:00:00
13641,IL,24207000,2020-01-01 00:00:00
13642,BD,23180000,2020-01-01 00:00:00
13643,BG,22649000,2020-01-01 00:00:00
13644,KR,22149000,2020-01-01 00:00:00
13645,CZ,22009000,2020-01-01 00:00:00
13646,AT,21716000,2020-01-01 00:00:00
13647,HU,20960000,2020-01-01 00:00:00
13648,RS,19632000,2020-01-01 00:00:00
13649,--,19170000,2020-01-01 00:00:00
13650,PT,19043000,2020-01-01 00:00:00
13651,UA,18809000,2020-01-01 00:00:00
13652,TW,16706000,2020-01-01 00:00:00
13653,HR,16351000,2020-01-01 00:00:00
13654,SA,16169000,2020-01-01 00:00:00
13655,AR,15133000,2020-01-01 00:00:00
13656,EG,13507000,2020-01-01 00:00:00
13657,KE,12863000,2020-01-01 00:00:00
13658,TR,12216000,2020-01-01 00:00:00
13659,LK,11231000,2020-01-01 00:00:00
13660,SK,9940000,2020-01-01 00:00:00
13661,EE,9592000,2020-01-01 00:00:00
13662,SI,9514000,2020-01-01 00:00:00
13663,CL,9010000,2020-01-01 00:00:00
13664,CO,8971000,2020-01-01 00:00:00
13665,NP,8762000,2020-01-01 00:00:00
13666,LT,8617000,2020-01-01 00:00:00
13667,GH,7778000,2020-01-01 00:00:00
13668,KW,7616000,2020-01-01 00:00:00
13669,AL,6291000,2020-01-01 00:00:00
13670,LV,5958000,2020-01-01 00:00:00
13671,PE,5933000,2020-01-01 00:00:00
13672,QA,5781000,2020-01-01 00:00:00
13673,BA,5654000,2020-01-01 00:00:00
13674,MK,5555000,2020-01-01 00:00:00
13675,LB,5277000,2020-01-01 00:00:00
13676,MA,5244000,2020-01-01 00:00:00
13677,MM,5147000,2020-01-01 00:00:00
13678,AZ,5143000,2020-01-01 00:00:00
13679,TZ,4916000,2020-01-01 00:00:00
13680,PR,4907000,2020-01-01 00:00:00
13681,GE,4889000,2020-01-01 00:00:00
13682,IQ,4852000,2020-01-01 00:00:00
13683,ET,4629000,2020-01-01 00:00:00
13684,IS,4136000,2020-01-01 00:00:00
13685,KH,3651000,2020-01-01 00:00:00
13686,CR,3587000,2020-01-01 00:00:00
13687,MT,3531000,2020-01-01 00:00:00
13688,DZ,3430000,2020-01-01 00:00:00
13689,TT,3377000,2020-01-01 00:00:00
13690,JM,3361000,2020-01-01 00:00:00
13691,OM,3355000,2020-01-01 00:00:00
13692,CY,3332000,2020-01-01 00:00:00
13693,JO,3217000,2020-01-01 00:00:00
13694,VE,3182000,2020-01-01 00:00:00
13695,KZ,3154000,2020-01-01 00:00:00
13696,UG,3118000,2020-01-01 00:00:00
13697,DO,3070000,2020-01-01 00:00:00
13698,BY,3047000,2020-01-01 00:00:00
13699,EC,2887000,2020-01-01 00:00:00
13700,LU,2849000,2020-01-01 00:00:00
13701,BH,2790000,2020-01-01 00:00:00
13702,MU,2728000,2020-01-01 00:00:00
13703,PA,2308000,2020-01-01 00:00:00
13704,TN,2283000,2020-01-01 00:00:00
13705,ZM,2228000,2020-01-01 00:00:00
13706,AM,2154000,2020-01-01 00:00:00
13707,MD,2077000,2020-01-01 00:00:00
13708,AF,2067000,2020-01-01 00:00:00
13709,UZ,2016000,2020-01-01 00:00:00
13710,UY,1895000,2020-01-01 00:00:00
13711,MN,1876000,2020-01-01 00:00:00
13712,BN,1720000,2020-01-01 00:00:00
13713,GT,1676000,2020-01-01 00:00:00
13714,SD,1675000,2020-01-01 00:00:00
13715,ZW,1582000,2020-01-01 00:00:00
13716,CN,1488000,2020-01-01 00:00:00
13717,ME,1469000,2020-01-01 00:00:00
13718,CM,1341000,2020-01-01 00:00:00
13719,HN,1305000,2020-01-01 00:00:00
13720,BS,1178000,2020-01-01 00:00:00
13721,SV,1177000,2020-01-01 00:00:00
13722,MV,1170000,2020-01-01 00:00:00
13723,BB,1157000,2020-01-01 00:00:00
13724,JE,1095000,2020-01-01 00:00:00
13725,SO,1043000,2020-01-01 00:00:00
13726,IM,1016000,2020-01-01 00:00:00
